year,date,time,depth,group,common name,genus species,number
2015,15-16May,early morning,70,crab,Dungeness crab (f),Metacarcinus magister,3
2015,15-16May,evening,70,crab,Dungeness crab (f),Metacarcinus magister,6
2015,15-16May,morning,70,crab,Dungeness crab (f),Metacarcinus magister,3
2015,15-16May,night,70,crab,Dungeness crab (f),Metacarcinus magister,1
2015,15-16May,afternoon,10,crab,Dungeness crab (juv),Metacarcinus magister,1
2015,15-16May,evening,50,crab,Dungeness crab (juv),Metacarcinus magister,1
2015,15-16May,early morning,10,crab,Dungeness crab (m),Metacarcinus magister,1
2015,15-16May,morning,10,crab,Dungeness crab (m),Metacarcinus magister,1
2015,15-16May,early morning,50,crab,Dungeness crab (m),Metacarcinus magister,1
2015,15-16May,morning,50,crab,Dungeness crab (m),Metacarcinus magister,1
2015,15-16May,afternoon,70,crab,Dungeness crab (m),Metacarcinus magister,1
2015,15-16May,early morning,70,crab,Dungeness crab (m),Metacarcinus magister,2
2015,15-16May,evening,70,crab,Dungeness crab (m),Metacarcinus magister,2
2015,15-16May,early morning,70,sea anemone,plumose anemone,Metridium senile,2
2015,15-16May,night,10,shrimp,ghost shrimp,Neotrypaea californiensis,2
2015,15-16May,night,25,shrimp,ghost shrimp,Neotrypaea californiensis,1
2015,15-16May,afternoon,10,crab,hermit crab,Paguroidea,1
2015,15-16May,early morning,10,crab,hermit crab,Paguroidea,1
2015,15-16May,morning,10,crab,hermit crab,Paguroidea,1
2015,15-16May,night,10,crab,hermit crab,Paguroidea,4
2015,15-16May,night,50,shrimp,sidestripe shrimp,Pandalopsis dispar,2
2015,15-16May,afternoon,70,shrimp,sidestripe shrimp,Pandalopsis dispar,27
2015,15-16May,early morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,14
2015,15-16May,evening,70,shrimp,sidestripe shrimp,Pandalopsis dispar,19
2015,15-16May,morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,30
2015,15-16May,night,70,shrimp,sidestripe shrimp,Pandalopsis dispar,19
2015,15-16May,morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,13
2015,15-16May,afternoon,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,16
2015,15-16May,early morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,10
2015,15-16May,evening,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,10
2015,15-16May,morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,40
2015,15-16May,night,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,7
2015,15-16May,afternoon,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2015,15-16May,evening,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,5
2015,15-16May,night,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,16
2015,15-16May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,3
2015,15-16May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,8
2015,15-16May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,6
2015,15-16May,morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,2
2015,15-16May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,8
2015,15-16May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,16
2015,15-16May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,39
2015,15-16May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,8
2015,15-16May,morning,50,shrimp,pink shrimp,Pandalus spp.,1
2015,15-16May,night,50,shrimp,pink shrimp,Pandalus spp.,7
2015,15-16May,afternoon,70,shrimp,pink shrimp,Pandalus spp.,514
2015,15-16May,early morning,70,shrimp,pink shrimp,Pandalus spp.,224
2015,15-16May,evening,70,shrimp,pink shrimp,Pandalus spp.,146
2015,15-16May,morning,70,shrimp,pink shrimp,Pandalus spp.,229
2015,15-16May,night,70,shrimp,pink shrimp,Pandalus spp.,89
2015,15-16May,morning,70,sea cucumber,Giant California sea cucumber,Parastichopus californicus,1
2015,15-16May,evening,25,squid,stubby squid,Rossia pacifica,1
2015,15-16May,afternoon,50,squid,stubby squid,Rossia pacifica,2
2015,15-16May,morning,50,squid,stubby squid,Rossia pacifica,1
2015,15-16May,early morning,70,squid,stubby squid,Rossia pacifica,1
2015,15-16May,morning,70,squid,stubby squid,Rossia pacifica,1
2015,15-16May,night,10,shrimp,slender blade shrimp,Spirontocaris holmesi ,1
2015,15-16May,afternoon,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,24
2015,15-16May,early morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,40
2015,15-16May,evening,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,18
2015,15-16May,night,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,36
2015,15-16May,early morning,70,shrimp,dana's blade shrimp,Spirontocaris lamellicornis,1
2015,15-16May,evening,70,shrimp,Snyder's blade shrimp,Spirontocaris snyderi,1
2015,15-16May,morning,70,shrimp,delicate blade shrimp,Spirontocaris spp.,13
2015,15-16May,morning,70,sea anemone,mottled anemone,Tealia spp.,12
2015,15-16May,evening,25,nudibranch,Tritonia,Tritonia diomedea,1
2015,15-16May,afternoon,50,nudibranch,Tritonia,Tritonia diomedea,2
2015,15-16May,evening,50,nudibranch,Tritonia,Tritonia diomedea,1
2015,15-16May,morning,50,nudibranch,Tritonia,Tritonia diomedea,2
2015,15-16May,night,50,nudibranch,Tritonia,Tritonia diomedea,1
2015,15-16May,early morning,70,sea anemone,white-spotted rose anemone,Urticina lofotensis,3
2015,15-16May,night,25,worm,annelid worm,,1
2015,15-16May,evening,50,nudibranch,unidentified,,1
2015,15-16May,morning,25,sea anemone,unidentified,,1
2015,15-16May,afternoon,50,sea anemone,unidentified,,1
2015,15-16May,evening,70,sea anemone,unidentified,,5
2015,15-16May,night,70,sea anemone,unidentified,,4
2015,15-16May,night,50,shrimp,unidentified,,1
2016,13-15May,night,25,sea star,brittle star,Amphipholis pugetana,1
2016,13-15May,morning,50,sea star,brittle star,Amphipholis pugetana,1
2016,13-15May,afternoon,10,nudibranch,Armina,Armina californica,4
2016,13-15May,early morning,10,nudibranch,Armina,Armina californica,8
2016,13-15May,evening,10,nudibranch,Armina,Armina californica,2
2016,13-15May,morning,10,nudibranch,Armina,Armina californica,3
2016,13-15May,night,10,nudibranch,Armina,Armina californica,1
2016,13-15May,evening,25,nudibranch,Armina,Armina californica,1
2016,13-15May,morning,25,nudibranch,Armina,Armina californica,1
2016,13-15May,afternoon,50,nudibranch,Armina,Armina californica,2
2016,13-15May,night,70,nudibranch,Armina,Armina californica,1
2016,13-15May,early morning,25,crab,red rock crab,Cancer productus,1
2016,13-15May,night,70,crab,red rock crab (f),Cancer productus,1
2016,13-15May,morning,25,crab,red rock crab (m),Cancer productus,2
2016,13-15May,night,25,crab,red rock crab (m),Cancer productus,1
2016,13-15May,evening,10,shrimp,crangon shrimp,Crangon alaskensis,2
2016,13-15May,morning,10,shrimp,crangon shrimp,Crangon alaskensis,2
2016,13-15May,night,10,shrimp,crangon shrimp,Crangon alaskensis,163
2016,13-15May,afternoon,25,shrimp,crangon shrimp,Crangon alaskensis,2
2016,13-15May,early morning,25,shrimp,crangon shrimp,Crangon alaskensis,1
2016,13-15May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,1
2016,13-15May,morning,25,shrimp,crangon shrimp,Crangon alaskensis,2
2016,13-15May,night,25,shrimp,crangon shrimp,Crangon alaskensis,244
2016,13-15May,afternoon,50,shrimp,crangon shrimp,Crangon alaskensis,15
2016,13-15May,afternoon,50,shrimp,crangon shrimp,Crangon alaskensis,25
2016,13-15May,early morning,50,shrimp,crangon shrimp,Crangon alaskensis,15
2016,13-15May,evening,50,shrimp,crangon shrimp,Crangon alaskensis,120
2016,13-15May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,15
2016,13-15May,night,50,shrimp,crangon shrimp,Crangon alaskensis,30
2016,13-15May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,55
2016,13-15May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,11
2016,13-15May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,30
2016,13-15May,night,70,shrimp,crangon shrimp,Crangon alaskensis,24
2016,13-15May,early morning,25,nudibranch,bushy backed nudibranch,Dendronotus frondosus,1
2016,13-15May,morning,70,nudibranch,dendronotid nudibranch,Dendronotus spp.,1
2016,13-15May,early morning,70,nudibranch,stubby frond nudibranch,Dendronotus subramosus,1
2016,13-15May,early morning,10,squid,market squid,Doryteuthis opalescens,1
2016,13-15May,evening,25,crab,bay shore crab,Hemigrapsus oregonenis,1
2016,13-15May,night,25,shrimp,cleaner shrimp,Hippolytidae,43
2016,13-15May,night,50,shrimp,cleaner shrimp,Hippolytidae,4
2016,13-15May,afternoon,10,crab,decorator crab,Majoidea,1
2016,13-15May,early morning,10,crab,Dungeness crab,Metacarcinus magister,2
2016,13-15May,morning,10,crab,Dungeness crab (f),Metacarcinus magister,1
2016,13-15May,night,10,crab,Dungeness crab (f),Metacarcinus magister,1
2016,13-15May,evening,25,crab,Dungeness crab (f),Metacarcinus magister,1
2016,13-15May,afternoon,50,crab,Dungeness crab (f),Metacarcinus magister,2
2016,13-15May,early morning,50,crab,Dungeness crab (f),Metacarcinus magister,4
2016,13-15May,evening,50,crab,Dungeness crab (f),Metacarcinus magister,6
2016,13-15May,morning,50,crab,Dungeness crab (f),Metacarcinus magister,7
2016,13-15May,night,50,crab,Dungeness crab (f),Metacarcinus magister,5
2016,13-15May,early morning,70,crab,Dungeness crab (f),Metacarcinus magister,2
2016,13-15May,evening,70,crab,Dungeness crab (f),Metacarcinus magister,2
2016,13-15May,morning,70,crab,Dungeness crab (f),Metacarcinus magister,1
2016,13-15May,night,70,crab,Dungeness crab (f),Metacarcinus magister,1
2016,13-15May,evening,25,crab,Dungeness crab (m),Metacarcinus magister,2
2016,13-15May,afternoon,50,crab,Dungeness crab (m),Metacarcinus magister,1
2016,13-15May,morning,50,crab,Dungeness crab (m),Metacarcinus magister,2
2016,13-15May,early morning,70,crab,Dungeness crab (m),Metacarcinus magister,2
2016,13-15May,evening,70,crab,Dungeness crab (m),Metacarcinus magister,1
2016,13-15May,night,70,crab,Dungeness crab (m),Metacarcinus magister,1
2016,13-15May,early morning,25,sea anemone,plumose anemone,Metridium senile,1
2016,13-15May,evening,25,sea anemone,plumose anemone,Metridium senile,1
2016,13-15May,night,50,sea anemone,plumose anemone,Metridium senile,1
2016,13-15May,early morning,70,sea anemone,plumose anemone,Metridium senile,1
2016,13-15May,evening,70,sea anemone,plumose anemone,Metridium senile,1
2016,13-15May,morning,70,sea anemone,plumose anemone,Metridium senile,2
2016,13-15May,morning,25,octopus,East Pacific red octopus,Octopus rubescens,1
2016,13-15May,early morning,70,octopus,East Pacific red octopus,Octopus rubescens,1
2016,13-15May,night,70,octopus,East Pacific red octopus,Octopus rubescens,1
2016,13-15May,afternoon,10,crab,hermit crab,Paguroidea,2
2016,13-15May,early morning,10,crab,hermit crab,Paguroidea,1
2016,13-15May,evening,10,crab,hermit crab,Paguroidea,3
2016,13-15May,night,10,crab,hermit crab,Paguroidea,2
2016,13-15May,early morning,25,crab,hermit crab,Paguroidea,1
2016,13-15May,evening,25,crab,hermit crab,Paguroidea,1
2016,13-15May,night,25,crab,hermit crab,Paguroidea,1
2016,13-15May,early morning,25,shrimp,sidestripe shrimp,Pandalopsis dispar,2
2016,13-15May,afternoon,50,shrimp,sidestripe shrimp,Pandalopsis dispar,45
2016,13-15May,early morning,50,shrimp,sidestripe shrimp,Pandalopsis dispar,36
2016,13-15May,early morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,136
2016,13-15May,night,70,shrimp,sidestripe shrimp,Pandalopsis dispar,15
2016,13-15May,afternoon,25,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2016,13-15May,night,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,34
2016,13-15May,morning,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,28
2016,13-15May,morning,70,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,30
2016,13-15May,afternoon,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,17
2016,13-15May,night,25,shrimp,spot shrimp (prawn),Pandalus platyceros,1
2016,13-15May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,5
2016,13-15May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,77
2016,13-15May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,20
2016,13-15May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,11
2016,13-15May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,54
2016,13-15May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,18
2016,13-15May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,12
2016,13-15May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,73
2016,13-15May,afternoon,50,shrimp,pandalid shrimp (unidentified),Pandalus spp.,20
2016,13-15May,afternoon,50,shrimp,pink shrimp,Pandalus spp.,4
2016,13-15May,afternoon,50,shrimp,pink shrimp,Pandalus spp.,300
2016,13-15May,early morning,50,shrimp,pink shrimp,Pandalus spp.,117
2016,13-15May,morning,50,shrimp,pink shrimp,Pandalus spp.,126
2016,13-15May,early morning,70,shrimp,pink shrimp,Pandalus spp.,724
2016,13-15May,evening,70,shrimp,pink shrimp,Pandalus spp.,10
2016,13-15May,morning,70,shrimp,pink shrimp,Pandalus spp.,259
2016,13-15May,night,70,shrimp,pink shrimp,Pandalus spp.,42
2016,13-15May,morning,25,sea cucumber,Giant California sea cucumber,Parastichopus californicus,
2016,13-15May,afternoon,10,sea pen,orange sea pen,Ptilosarcus gurneyi,10
2016,13-15May,early morning,10,sea pen,orange sea pen,Ptilosarcus gurneyi,4
2016,13-15May,early morning,25,crab,graceful kelp crab,Pugettia gracilis,2
2016,13-15May,morning,25,crab,graceful kelp crab,Pugettia gracilis,1
2016,13-15May,early morning,25,crab,kelp crab,Pugettia producta,1
2016,13-15May,morning,50,crab,kelp crab,Pugettia producta,1
2016,13-15May,early morning,25,crab,spider crab,Pugettia producta,1
2016,13-15May,afternoon,50,squid,stubby squid,Rossia pacifica,1
2016,13-15May,afternoon,50,squid,stubby squid,Rossia pacifica,2
2016,13-15May,morning,50,squid,stubby squid,Rossia pacifica,6
2016,13-15May,night,50,squid,stubby squid,Rossia pacifica,1
2016,13-15May,evening,70,squid,stubby squid,Rossia pacifica,1
2016,13-15May,afternoon,50,shrimp,slender blade shrimp,Spirontocaris holmesi ,13
2016,13-15May,early morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,13
2016,13-15May,night,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,50
2016,13-15May,afternoon,50,shrimp,slender blade shrimp,Spirontocaris holmesi ,1
2016,13-15May,afternoon,50,shrimp,slender blade shrimp,Spirontocaris holmesi ,1
2016,13-15May,early morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,1
2016,13-15May,morning,70,sea anemone,mottled anemone,Tealia spp.,1
2016,13-15May,afternoon,50,nudibranch,Tritonia,Tritonia diomedea,1
2016,13-15May,afternoon,50,nudibranch,Tritonia,Tritonia diomedea,1
2016,13-15May,morning,50,nudibranch,Tritonia,Tritonia diomedea,1
2016,13-15May,night,50,nudibranch,Tritonia,Tritonia diomedea,1
2016,13-15May,evening,70,shrimp,lebedid shrimp,,10
2016,13-15May,morning,10,crab,unidentified,,1
2016,13-15May,night,25,crab,unidentified,,1
2016,13-15May,night,25,nudibranch,unidentified,,1
2017,12-14May,early morning,10,nudibranch,Armina,Armina californica,2
2017,12-14May,evening,10,nudibranch,Armina,Armina californica,3
2017,12-14May,morning,10,nudibranch,Armina,Armina californica,2
2017,12-14May,night,10,nudibranch,Armina,Armina californica,3
2017,12-14May,night,25,nudibranch,Armina,Armina californica,1
2017,12-14May,early morning,10,crab,red rock crab,Cancer productus,1
2017,12-14May,morning,25,crab,red rock crab,Cancer productus,1
2017,12-14May,afternoon,70,crab,red rock crab,Cancer productus,1
2017,12-14May,afternoon,10,crab,red rock crab (f),Cancer productus,1
2017,12-14May,early morning,70,crab,red rock crab (f),Cancer productus,1
2017,12-14May,evening,70,crab,red rock crab (f),Cancer productus,1
2017,12-14May,morning,70,crab,red rock crab (f),Cancer productus,1
2017,12-14May,afternoon,10,crab,red rock crab (m),Cancer productus,1
2017,12-14May,evening,10,crab,red rock crab (m),Cancer productus,2
2017,12-14May,early morning,25,crab,red rock crab (m),Cancer productus,2
2017,12-14May,night,25,crab,red rock crab (m),Cancer productus,1
2017,12-14May,afternoon,10,shrimp,crangon shrimp,Crangon alaskensis,3
2017,12-14May,evening,10,shrimp,crangon shrimp,Crangon alaskensis,5
2017,12-14May,morning,10,shrimp,crangon shrimp,Crangon alaskensis,4
2017,12-14May,night,10,shrimp,crangon shrimp,Crangon alaskensis,32
2017,12-14May,early morning,25,shrimp,crangon shrimp,Crangon alaskensis,1
2017,12-14May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,3
2017,12-14May,morning,25,shrimp,crangon shrimp,Crangon alaskensis,1
2017,12-14May,night,25,shrimp,crangon shrimp,Crangon alaskensis,23
2017,12-14May,afternoon,50,shrimp,crangon shrimp,Crangon alaskensis,3
2017,12-14May,early morning,50,shrimp,crangon shrimp,Crangon alaskensis,11
2017,12-14May,evening,50,shrimp,crangon shrimp,Crangon alaskensis,24
2017,12-14May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,1
2017,12-14May,night,50,shrimp,crangon shrimp,Crangon alaskensis,10
2017,12-14May,afternoon,70,shrimp,crangon shrimp,Crangon alaskensis,35
2017,12-14May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,50
2017,12-14May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,31
2017,12-14May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,48
2017,12-14May,night,70,shrimp,crangon shrimp,Crangon alaskensis,49
2017,12-14May,afternoon,10,jellies,comb jelly,Ctenophora spp.,present
2017,12-14May,evening,10,jellies,comb jelly,Ctenophora spp.,present
2017,12-14May,night,10,jellies,comb jelly,Ctenophora spp.,present
2017,12-14May,afternoon,25,jellies,comb jelly,Ctenophora spp.,present
2017,12-14May,morning,70,shrimp,broken back shrimp,Eualus suckleyi,1
2017,12-14May,early morning,25,crab,Lyre crab,Hyas lyratus,1
2017,12-14May,evening,25,crab,decorator crab,Majoidea,1
2017,12-14May,early morning,70,crab,decorator crab,Majoidea,1
2017,12-14May,night,70,crab,green crab,Metacarcinus gracilis,1
2017,12-14May,early morning,10,crab,green crab (m),Metacarcinus gracilis (m),3
2017,12-14May,morning,25,crab,green crab (m),Metacarcinus gracilis (m),2
2017,12-14May,morning,25,crab,Dungeness crab (f),Metacarcinus magister,1
2017,12-14May,early morning,50,crab,Dungeness crab (f),Metacarcinus magister,1
2017,12-14May,morning,50,crab,Dungeness crab (f),Metacarcinus magister,3
2017,12-14May,night,50,crab,Dungeness crab (f),Metacarcinus magister,2
2017,12-14May,afternoon,70,crab,Dungeness crab (f),Metacarcinus magister,1
2017,12-14May,evening,70,crab,Dungeness crab (f),Metacarcinus magister,3
2017,12-14May,morning,70,crab,Dungeness crab (f),Metacarcinus magister,3
2017,12-14May,night,70,crab,Dungeness crab (f),Metacarcinus magister,1
2017,12-14May,morning,10,crab,Dungeness crab (m),Metacarcinus magister,1
2017,12-14May,evening,25,crab,Dungeness crab (m),Metacarcinus magister,1
2017,12-14May,night,50,crab,Dungeness crab (m),Metacarcinus magister,1
2017,12-14May,afternoon,70,sea anemone,plumose anemone,Metridium senile,3
2017,12-14May,evening,70,sea anemone,plumose anemone,Metridium senile,1
2017,12-14May,night,70,sea anemone,plumose anemone,Metridium senile,5
2017,12-14May,night,70,shrimp,ghost shrimp,Neotrypaea californiensis,1
2017,12-14May,night,25,octopus,East Pacific red octopus,Octopus rubescens,1
2017,12-14May,afternoon,10,crab,hermit crab,Paguroidea,1
2017,12-14May,early morning,10,crab,hermit crab,Paguroidea,2
2017,12-14May,evening,25,crab,hermit crab,Paguroidea,1
2017,12-14May,morning,25,crab,hermit crab,Paguroidea,5
2017,12-14May,night,25,crab,hermit crab,Paguroidea,4
2017,12-14May,morning,10,crab,Bering hermit crab,Pagurus beringanus,2
2017,12-14May,night,50,shrimp,sidestripe shrimp,Pandalopsis dispar,19
2017,12-14May,afternoon,70,shrimp,sidestripe shrimp,Pandalopsis dispar,16
2017,12-14May,early morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,10
2017,12-14May,night,70,shrimp,sidestripe shrimp,Pandalopsis dispar,11
2017,12-14May,night,25,shrimp,Alaskan pink shrimp,Pandalus borealis,1
2017,12-14May,night,50,shrimp,Alaskan pink shrimp,Pandalus borealis,11
2017,12-14May,afternoon,70,shrimp,Alaskan pink shrimp,Pandalus borealis,304
2017,12-14May,early morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,254
2017,12-14May,morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,238
2017,12-14May,night,70,shrimp,Alaskan pink shrimp,Pandalus borealis,19
2017,12-14May,afternoon,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,6
2017,12-14May,afternoon,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,6
2017,12-14May,early morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,15
2017,12-14May,morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,5
2017,12-14May,night,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2017,12-14May,afternoon,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2017,12-14May,afternoon,70,shrimp,humpy (coonstripe) shrimp,Pandalus goniurus,1
2017,12-14May,early morning,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,15
2017,12-14May,morning,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,7
2017,12-14May,morning,70,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,9
2017,12-14May,evening,10,shrimp,spot shrimp (prawn),Pandalus platyceros,1
2017,12-14May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,4
2017,12-14May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,25
2017,12-14May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,7
2017,12-14May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,128
2017,12-14May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,80
2017,12-14May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,15
2017,12-14May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,71
2017,12-14May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,52
2017,12-14May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,9
2017,12-14May,night,25,sea cucumber,Giant California sea cucumber,Parastichopus californicus,1
2017,12-14May,afternoon,10,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2017,12-14May,early morning,10,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2017,12-14May,evening,10,sea pen,orange sea pen,Ptilosarcus gurneyi,present
2017,12-14May,morning,10,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2017,12-14May,afternoon,25,sea pen,orange sea pen,Ptilosarcus gurneyi,present
2017,12-14May,afternoon,50,sea pen,orange sea pen,Ptilosarcus gurneyi,present
2017,12-14May,early morning,50,squid,stubby squid,Rossia pacifica,1
2017,12-14May,morning,50,squid,stubby squid,Rossia pacifica,1
2017,12-14May,early morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,18
2017,12-14May,evening,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,21
2017,12-14May,morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,21
2017,12-14May,night,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,20
2017,12-14May,evening,25,shrimp,slender blade shrimp,Spirontocaris holmesi ,1
2017,12-14May,afternoon,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,20
2017,12-14May,morning,50,nudibranch,Tritonia,Tritonia diomedea,1
2017,12-14May,evening,70,clam,unidentified,,present
2017,12-14May,morning,25,sea anemone,unidentified,,1
2017,12-14May,morning,70,sea anemone,unidentified,,4
2018,11-13May,afternoon,10,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2018,11-13May,afternoon,10,jellies,comb jelly,Ctenophora spp.,present
2018,11-13May,afternoon,10,shrimp,crangon shrimp,Crangon alaskensis,3
2018,11-13May,afternoon,10,crab,Dungeness crab (m),Metacarcinus magister,1
2018,11-13May,afternoon,25,crab,decorator crab,Majoidea,2
2018,11-13May,afternoon,25,shrimp,crangon shrimp,Crangon alaskensis,1
2018,11-13May,afternoon,25,crab,hermit crab,Paguroidea,15
2018,11-13May,afternoon,50,crab,Dungeness crab (f),Metacarcinus magister,2
2018,11-13May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,5
2018,11-13May,afternoon,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,65
2018,11-13May,afternoon,50,shrimp,crangon shrimp,Crangon alaskensis,10
2018,11-13May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,26
2018,11-13May,afternoon,70,shrimp,crangon shrimp,Crangon alaskensis,24
2018,11-13May,afternoon,70,shrimp,sidestripe shrimp,Pandalopsis dispar,11
2018,11-13May,afternoon,70,shrimp,broken back shrimp,Eualus suckleyi,5
2018,11-13May,afternoon,70,shrimp,pink shrimp,Pandalus spp.,99
2018,11-13May,evening,10,sea pen,orange sea pen,Ptilosarcus gurneyi,2
2018,11-13May,evening,10,nudibranch,cedar-scented dorid,Acanthodoris brunnea,1
2018,11-13May,evening,10,crab,green crab (m),Metacarcinus gracilis,1
2018,11-13May,evening,10,shrimp,crangon shrimp,Crangon alaskensis,1
2018,11-13May,evening,10,crab,hermit crab,Paguroidea,2
2018,11-13May,evening,10,crab,Dungeness crab,Metacarcinus magister,2
2018,11-13May,evening,25,crab,Dungeness crab (f),Metacarcinus magister,1
2018,11-13May,evening,25,crab,Dungeness crab (m),Metacarcinus magister,1
2018,11-13May,evening,25,crab,hermit crab,Paguroidea,8
2018,11-13May,evening,25,crab,decorator crab,Majoidea,1
2018,11-13May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,2
2018,11-13May,evening,50,crab,red rock crab (m),Cancer productus,1
2018,11-13May,evening,50,crab,red rock crab (f),Cancer productus,1
2018,11-13May,evening,50,squid,stubby squid,Rossia pacifica,1
2018,11-13May,evening,50,shrimp,crangon shrimp,Crangon alaskensis,45
2018,11-13May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,39
2018,11-13May,evening,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,35
2018,11-13May,evening,70,shrimp,pink shrimp,Pandalus spp.,3
2018,11-13May,evening,70,crab,Dungeness crab (f),Metacarcinus magister,1
2018,11-13May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,42
2018,11-13May,evening,70,shrimp,sidestripe shrimp,Pandalopsis dispar,11
2018,11-13May,evening,70,nudibranch,Armina,Armina californica,1
2018,11-13May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,59
2018,11-13May,evening,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,26
2018,11-13May,evening,70,shrimp,pink shrimp,Pandalus spp.,49
2018,11-13May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,44
2018,11-13May,evening,70,shrimp,mysid,Mysida,11
2018,11-13May,night,10,crab,Dungeness crab (m),Metacarcinus magister,1
2018,11-13May,night,10,crab,Dungeness crab (f),Metacarcinus magister,1
